Day_of_the_year,Latitude,Longitude,Month,Year,Max_Temperature,Avg_Temperature,Min_Temperature,GDD,Peak_Bloom_Day,Days to go for Peak Bloom
41,38.8853,-77.0386,2,2028,38,31.6,24,0,0,0
42,38.8853,-77.0386,2,2028,52,45.2,35,13.2,0,0
43,38.8853,-77.0386,2,2028,55,49.3,45,17.3,0,0
44,38.8853,-77.0386,2,2028,46,41.4,36,9.4,0,0
45,38.8853,-77.0386,2,2028,45,39.3,32,7.3,0,0
46,38.8853,-77.0386,2,2028,51,42.3,38,10.3,0,0
47,38.8853,-77.0386,2,2028,40,35.6,32,3.6,0,0
48,38.8853,-77.0386,2,2028,50,39.1,29,7.1,0,0
49,38.8853,-77.0386,2,2028,65,49.4,33,17.4,0,0
50,38.8853,-77.0386,2,2028,71,61.9,50,29.9,0,0
51,38.8853,-77.0386,2,2028,68,55.6,44,23.6,0,0
52,38.8853,-77.0386,2,2028,57,48.9,41,16.9,0,0
53,38.8853,-77.0386,2,2028,61,52.3,46,20.3,0,0
54,38.8853,-77.0386,2,2028,73,60.6,53,28.6,0,0
55,38.8853,-77.0386,2,2028,76,63.4,54,31.4,0,0
56,38.8853,-77.0386,2,2028,75,60.3,44,28.3,0,0
57,38.8853,-77.0386,2,2028,49,42.3,36,10.3,0,0
58,38.8853,-77.0386,2,2028,55,47,37,15,0,0
59,38.8853,-77.0386,2,2028,67,56.9,47,24.9,0,0
1,38.8853,-77.0386,1,2029,24,18.6,13,0,0,0
2,38.8853,-77.0386,1,2029,26,19,13,0,0,0
3,38.8853,-77.0386,1,2029,35,25.5,14,0,0,0
4,38.8853,-77.0386,1,2029,27,24.1,16,0,0,0
5,38.8853,-77.0386,1,2029,21,16.2,13,0,0,0
6,38.8853,-77.0386,1,2029,20,15.1,11,0,0,0
7,38.8853,-77.0386,1,2029,23,16.6,9,0,0,0
8,38.8853,-77.0386,1,2029,39,30.7,19,0,0,0
9,38.8853,-77.0386,1,2029,51,35.7,30,3.7,0,0
10,38.8853,-77.0386,1,2029,43,36.9,28,4.9,0,0
11,38.8853,-77.0386,1,2029,62,49.5,39,17.5,0,0
12,38.8853,-77.0386,1,2029,64,60.5,58,28.5,0,0
13,38.8853,-77.0386,1,2029,62,42.9,22,10.9,0,0
14,38.8853,-77.0386,1,2029,28,22.1,17,0,0,0
15,38.8853,-77.0386,1,2029,32,26.3,18,0,0,0
16,38.8853,-77.0386,1,2029,41,33.6,30,1.6,0,0
17,38.8853,-77.0386,1,2029,35,27.9,20,0,0,0
18,38.8853,-77.0386,1,2029,47,32.5,19,0.5,0,0
19,38.8853,-77.0386,1,2029,50,37.3,26,5.3,0,0
20,38.8853,-77.0386,1,2029,62,41.8,28,9.8,0,0
21,38.8853,-77.0386,1,2029,60,46.3,34,14.3,0,0
22,38.8853,-77.0386,1,2029,63,54.3,49,22.3,0,0
23,38.8853,-77.0386,1,2029,66,56.2,48,24.2,0,0
24,38.8853,-77.0386,1,2029,48,42.9,35,10.9,0,0
25,38.8853,-77.0386,1,2029,42,36.2,33,4.2,0,0
26,38.8853,-77.0386,1,2029,50,37.7,28,5.7,0,0
27,38.8853,-77.0386,1,2029,62,50.7,39,18.7,0,0
28,38.8853,-77.0386,1,2029,56,50.2,48,18.2,0,0
29,38.8853,-77.0386,1,2029,48,45.2,41,13.2,0,0
30,38.8853,-77.0386,1,2029,40,33,24,1,0,0
31,38.8853,-77.0386,1,2029,40,30.2,21,0,0,0
32,38.8853,-77.0386,2,2029,54,46.1,40,14.1,0,0
33,38.8853,-77.0386,2,2029,43,31.3,20,0,0,0
34,38.8853,-77.0386,2,2029,35,27.5,18,0,0,0
35,38.8853,-77.0386,2,2029,37,34.6,33,2.6,0,0
36,38.8853,-77.0386,2,2029,38,33.5,29,1.5,0,0
37,38.8853,-77.0386,2,2029,42,34.5,29,2.5,0,0
38,38.8853,-77.0386,2,2029,43,36.1,33,4.1,0,0
39,38.8853,-77.0386,2,2029,37,32,26,0,0,0
40,38.8853,-77.0386,2,2029,46,37.5,28,5.5,0,0
41,38.8853,-77.0386,2,2029,50,46,39,14,0,0
42,38.8853,-77.0386,2,2029,67,52.7,46,20.7,0,0
43,38.8853,-77.0386,2,2029,64,47.6,37,15.6,0,0
44,38.8853,-77.0386,2,2029,42,37.2,33,5.2,0,0
45,38.8853,-77.0386,2,2029,53,43.6,35,11.6,0,0
46,38.8853,-77.0386,2,2029,73,59.3,49,27.3,0,0
47,38.8853,-77.0386,2,2029,66,57,40,25,0,0
48,38.8853,-77.0386,2,2029,43,36,34,4,0,0
49,38.8853,-77.0386,2,2029,51,40.8,34,8.8,0,0
50,38.8853,-77.0386,2,2029,50,44.1,40,12.1,0,0
51,38.8853,-77.0386,2,2029,77,62,50,30,0,0
52,38.8853,-77.0386,2,2029,80,68.6,57,36.6,0,0
53,38.8853,-77.0386,2,2029,67,52.3,43,20.3,0,0
54,38.8853,-77.0386,2,2029,48,43.9,41,11.9,0,0
55,38.8853,-77.0386,2,2029,53,50.4,48,18.4,0,0
56,38.8853,-77.0386,2,2029,53,50.1,48,18.1,0,0
57,38.8853,-77.0386,2,2029,53,49.6,42,17.6,0,0
58,38.8853,-77.0386,2,2029,58,47.9,36,15.9,0,0
59,38.8853,-77.0386,2,2029,62,52,44,20,0,0
1,38.8853,-77.0386,1,2030,64,56.1,45,24.1,0,0
2,38.8853,-77.0386,1,2030,48,45.6,43,13.6,0,0
3,38.8853,-77.0386,1,2030,51,46.6,41,14.6,0,0
4,38.8853,-77.0386,1,2030,49,45,37,13,0,0
5,38.8853,-77.0386,1,2030,54,48.8,46,16.8,0,0
6,38.8853,-77.0386,1,2030,56,48,40,16,0,0
7,38.8853,-77.0386,1,2030,40,37.9,36,5.9,0,0
8,38.8853,-77.0386,1,2030,58,48.8,39,16.8,0,0
9,38.8853,-77.0386,1,2030,54,43.5,34,11.5,0,0
10,38.8853,-77.0386,1,2030,37,33.4,30,1.4,0,0
11,38.8853,-77.0386,1,2030,39,33,29,1,0,0
12,38.8853,-77.0386,1,2030,37,31.5,30,0,0,0
13,38.8853,-77.0386,1,2030,32,30.8,28,0,0,0
14,38.8853,-77.0386,1,2030,37,31.8,28,0,0,0
15,38.8853,-77.0386,1,2030,38,33.1,27,1.1,0,0
16,38.8853,-77.0386,1,2030,44,35.6,24,3.6,0,0
17,38.8853,-77.0386,1,2030,39,35.7,34,3.7,0,0
18,38.8853,-77.0386,1,2030,39,36.1,34,4.1,0,0
19,38.8853,-77.0386,1,2030,40,39,37,7,0,0
20,38.8853,-77.0386,1,2030,55,40.6,19,8.6,0,0
21,38.8853,-77.0386,1,2030,24,18.8,15,0,0,0
22,38.8853,-77.0386,1,2030,32,25.1,16,0,0,0
23,38.8853,-77.0386,1,2030,51,41.8,32,9.8,0,0
24,38.8853,-77.0386,1,2030,60,51.3,36,19.3,0,0
25,38.8853,-77.0386,1,2030,43,37.2,31,5.2,0,0
26,38.8853,-77.0386,1,2030,41,33.8,27,1.8,0,0
27,38.8853,-77.0386,1,2030,48,39.4,29,7.4,0,0
28,38.8853,-77.0386,1,2030,40,34.4,31,2.4,0,0
29,38.8853,-77.0386,1,2030,41,35.5,28,3.5,0,0
30,38.8853,-77.0386,1,2030,38,24.5,12,0,0,0
31,38.8853,-77.0386,1,2030,24,17.8,10,0,0,0
32,38.8853,-77.0386,2,2030,24,21.9,20,0,0,0
33,38.8853,-77.0386,2,2030,40,28.6,19,0,0,0
34,38.8853,-77.0386,2,2030,56,40.3,29,8.3,0,0
35,38.8853,-77.0386,2,2030,62,45.1,33,13.1,0,0
36,38.8853,-77.0386,2,2030,73,52.9,37,20.9,0,0
37,38.8853,-77.0386,2,2030,57,50.1,43,18.1,0,0
38,38.8853,-77.0386,2,2030,56,50,46,18,0,0
39,38.8853,-77.0386,2,2030,59,47.9,37,15.9,0,0
40,38.8853,-77.0386,2,2030,37,32.5,29,0.5,0,0
41,38.8853,-77.0386,2,2030,40,33.8,27,1.8,0,0
42,38.8853,-77.0386,2,2030,38,35.5,34,3.5,0,0
43,38.8853,-77.0386,2,2030,41,38.2,35,6.2,0,0
44,38.8853,-77.0386,2,2030,50,42.3,37,10.3,0,0
45,38.8853,-77.0386,2,2030,52,43.5,34,11.5,0,0
46,38.8853,-77.0386,2,2030,65,56,47,24,0,0
47,38.8853,-77.0386,2,2030,50,42.5,36,10.5,0,0
48,38.8853,-77.0386,2,2030,40,36.4,32,4.4,0,0
49,38.8853,-77.0386,2,2030,51,42.1,37,10.1,0,0
50,38.8853,-77.0386,2,2030,42,36.6,30,4.6,0,0
51,38.8853,-77.0386,2,2030,37,32.9,30,0.9,0,0
52,38.8853,-77.0386,2,2030,59,43.9,34,11.9,0,0
53,38.8853,-77.0386,2,2030,50,46.9,43,14.9,0,0
54,38.8853,-77.0386,2,2030,43,40,39,8,0,0
55,38.8853,-77.0386,2,2030,61,44.7,39,12.7,0,0
56,38.8853,-77.0386,2,2030,50,45.1,41,13.1,0,0
57,38.8853,-77.0386,2,2030,53,43.2,35,11.2,0,0
58,38.8853,-77.0386,2,2030,41,37.6,32,5.6,0,0
59,38.8853,-77.0386,2,2030,50,43.1,39,11.1,0,0
1,38.8853,-77.0386,1,2031,51,44.3,37,12.3,0,0
2,38.8853,-77.0386,1,2031,53,42.7,33,10.7,0,0
3,38.8853,-77.0386,1,2031,54,50,46,18,0,0
4,38.8853,-77.0386,1,2031,59,52.6,46,20.6,0,0
5,38.8853,-77.0386,1,2031,45,40.5,36,8.5,0,0
6,38.8853,-77.0386,1,2031,55,44.4,36,12.4,0,0
7,38.8853,-77.0386,1,2031,46,36.2,32,4.2,0,0
8,38.8853,-77.0386,1,2031,47,37.6,31,5.6,0,0
9,38.8853,-77.0386,1,2031,41,34.1,29,2.1,0,0
10,38.8853,-77.0386,1,2031,54,45,35,13,0,0
11,38.8853,-77.0386,1,2031,72,60.9,48,28.9,0,0
12,38.8853,-77.0386,1,2031,70,63.4,49,31.4,0,0
13,38.8853,-77.0386,1,2031,53,48,44,16,0,0
14,38.8853,-77.0386,1,2031,49,47.5,44,15.5,0,0
15,38.8853,-77.0386,1,2031,57,49.1,45,17.1,0,0
16,38.8853,-77.0386,1,2031,56,48.5,37,16.5,0,0
17,38.8853,-77.0386,1,2031,39,34.1,31,2.1,0,0
18,38.8853,-77.0386,1,2031,42,32.5,27,0.5,0,0
19,38.8853,-77.0386,1,2031,45,39.3,28,7.3,0,0
20,38.8853,-77.0386,1,2031,36,29.5,25,0,0,0
21,38.8853,-77.0386,1,2031,37,30,23,0,0,0
22,38.8853,-77.0386,1,2031,39,31.6,24,0,0,0
23,38.8853,-77.0386,1,2031,44,35.9,29,3.9,0,0
24,38.8853,-77.0386,1,2031,51,43,34,11,0,0
25,38.8853,-77.0386,1,2031,51,48.2,44,16.2,0,0
26,38.8853,-77.0386,1,2031,49,43.3,36,11.3,0,0
27,38.8853,-77.0386,1,2031,49,42.8,36,10.8,0,0
28,38.8853,-77.0386,1,2031,47,43.5,40,11.5,0,0
29,38.8853,-77.0386,1,2031,47,40.9,33,8.9,0,0
30,38.8853,-77.0386,1,2031,43,36.3,31,4.3,0,0
31,38.8853,-77.0386,1,2031,47,39.7,33,7.7,0,0
32,38.8853,-77.0386,2,2031,50,42.1,34,10.1,0,0
33,38.8853,-77.0386,2,2031,54,43.8,35,11.8,0,0
34,38.8853,-77.0386,2,2031,61,54.3,44,22.3,0,0
35,38.8853,-77.0386,2,2031,64,57,50,25,0,0
36,38.8853,-77.0386,2,2031,56,43.5,39,11.5,0,0
37,38.8853,-77.0386,2,2031,47,42.6,39,10.6,0,0
38,38.8853,-77.0386,2,2031,58,50.6,36,18.6,0,0
39,38.8853,-77.0386,2,2031,45,38.5,32,6.5,0,0
40,38.8853,-77.0386,2,2031,50,41.7,32,9.7,0,0
41,38.8853,-77.0386,2,2031,49,46.6,43,14.6,0,0
42,38.8853,-77.0386,2,2031,57,52.8,48,20.8,0,0
43,38.8853,-77.0386,2,2031,49,44.8,41,12.8,0,0
44,38.8853,-77.0386,2,2031,56,48.1,41,16.1,0,0
45,38.8853,-77.0386,2,2031,43,36,26,4,0,0
46,38.8853,-77.0386,2,2031,36,29.8,22,0,0,0
47,38.8853,-77.0386,2,2031,52,40.7,33,8.7,0,0
48,38.8853,-77.0386,2,2031,55,46.1,38,14.1,0,0
49,38.8853,-77.0386,2,2031,59,49.2,41,17.2,0,0
50,38.8853,-77.0386,2,2031,54,47.4,41,15.4,0,0
51,38.8853,-77.0386,2,2031,41,37.8,33,5.8,0,0
52,38.8853,-77.0386,2,2031,39,32,24,0,0,0
53,38.8853,-77.0386,2,2031,53,39.7,27,7.7,0,0
54,38.8853,-77.0386,2,2031,59,44.3,30,12.3,0,0
55,38.8853,-77.0386,2,2031,59,46.7,36,14.7,0,0
56,38.8853,-77.0386,2,2031,54,49.8,46,17.8,0,0
57,38.8853,-77.0386,2,2031,53,49.8,44,17.8,0,0
58,38.8853,-77.0386,2,2031,45,39.8,32,7.8,0,0
59,38.8853,-77.0386,2,2031,48,39.8,31,7.8,0,0
60,38.8853,-77.0386,2,2031,38,34.7,32,2.7,0,0
1,47.4814,7.730519,1,2005,45,40.1,37,8.1,95,95
2,47.4814,7.730519,1,2005,48,42.8,37,10.8,95,94
3,47.4814,7.730519,1,2005,43,38.8,36,6.8,95,93
4,47.4814,7.730519,1,2005,48,35.8,28,3.8,95,92
5,47.4814,7.730519,1,2005,46,39.2,28,7.2,95,91
6,47.4814,7.730519,1,2005,50,47,43,15,95,90
7,47.4814,7.730519,1,2005,52,43.4,36,11.4,95,89
8,47.4814,7.730519,1,2005,55,44.2,32,12.2,95,88
9,47.4814,7.730519,1,2005,54,47.8,41,15.8,95,87
10,47.4814,7.730519,1,2005,55,42.4,34,10.4,95,86
11,47.4814,7.730519,1,2005,55,41.2,34,9.2,95,85
12,47.4814,7.730519,1,2005,48,42.4,36,10.4,95,84
13,47.4814,7.730519,1,2005,46,40.5,32,8.5,95,83
14,47.4814,7.730519,1,2005,41,32.2,25,0.2,95,82
15,47.4814,7.730519,1,2005,39,28.7,21,0,95,81
16,47.4814,7.730519,1,2005,41,30.8,21,0,95,80
17,47.4814,7.730519,1,2005,41,33.5,27,1.5,95,79
18,47.4814,7.730519,1,2005,48,37.8,32,5.8,95,78
19,47.4814,7.730519,1,2005,45,38.5,36,6.5,95,77
20,47.4814,7.730519,1,2005,48,44.3,39,12.3,95,76
21,47.4814,7.730519,1,2005,48,44.2,41,12.2,95,75
22,47.4814,7.730519,1,2005,45,37.4,28,5.4,95,74
23,47.4814,7.730519,1,2005,39,33.5,28,1.5,95,73
24,47.4814,7.730519,1,2005,34,29.9,27,0,95,72
25,47.4814,7.730519,1,2005,28,27.4,27,0,95,71
26,47.4814,7.730519,1,2005,28,25.3,21,0,95,70
27,47.4814,7.730519,1,2005,27,18.4,0,0,95,69
28,47.4814,7.730519,1,2005,30,24.8,19,0,95,68
29,47.4814,7.730519,1,2005,27,19.3,0,0,95,67
30,47.4814,7.730519,1,2005,27,19.3,5,0,95,66
31,47.4814,7.730519,1,2005,36,32.1,27,0.1,95,65
32,47.4814,7.730519,2,2005,41,35.6,30,3.6,95,64
33,47.4814,7.730519,2,2005,39,35,28,3,95,63
34,47.4814,7.730519,2,2005,45,36.8,30,4.8,95,62
35,47.4814,7.730519,2,2005,41,34.4,30,2.4,95,61
36,47.4814,7.730519,2,2005,43,34.6,28,2.6,95,60
37,47.4814,7.730519,2,2005,41,33.9,25,1.9,95,59
38,47.4814,7.730519,2,2005,46,34.7,30,2.7,95,58
39,47.4814,7.730519,2,2005,52,38.9,32,6.9,95,57
40,47.4814,7.730519,2,2005,52,38.9,28,6.9,95,56
41,47.4814,7.730519,2,2005,46,40.2,30,8.2,95,55
42,47.4814,7.730519,2,2005,46,44,43,12,95,54
43,47.4814,7.730519,2,2005,54,51.6,46,19.6,95,53
44,47.4814,7.730519,2,2005,41,37,34,5,95,52
45,47.4814,7.730519,2,2005,39,34.9,32,2.9,95,51
46,47.4814,7.730519,2,2005,34,31.1,28,0,95,50
47,47.4814,7.730519,2,2005,32,30.4,28,0,95,49
48,47.4814,7.730519,2,2005,34,30.3,28,0,95,48
49,47.4814,7.730519,2,2005,34,31.4,28,0,95,47
50,47.4814,7.730519,2,2005,32,30.5,27,0,95,46
51,47.4814,7.730519,2,2005,39,32.8,28,0.8,95,45
52,47.4814,7.730519,2,2005,32,30,27,0,95,44
53,47.4814,7.730519,2,2005,32,29.1,27,0,95,43
54,47.4814,7.730519,2,2005,34,29.6,27,0,95,42
55,47.4814,7.730519,2,2005,36,29.6,27,0,95,41
56,47.4814,7.730519,2,2005,32,28.6,25,0,95,40
57,47.4814,7.730519,2,2005,34,29.7,23,0,95,39
58,47.4814,7.730519,2,2005,28,24.9,21,0,95,38
59,47.4814,7.730519,2,2005,28,20.4,10,0,95,37
1,47.4814,7.730519,1,2006,48,39.8,36,7.8,111,111
2,47.4814,7.730519,1,2006,41,37.2,36,5.2,111,110
3,47.4814,7.730519,1,2006,37,36.3,34,4.3,111,109
4,47.4814,7.730519,1,2006,36,32.4,28,0.4,111,108
5,47.4814,7.730519,1,2006,39,32.3,27,0.3,111,107
6,47.4814,7.730519,1,2006,34,27.7,21,0,111,106
7,47.4814,7.730519,1,2006,32,26.7,21,0,111,105
8,47.4814,7.730519,1,2006,34,27.5,23,0,111,104
9,47.4814,7.730519,1,2006,34,25,19,0,111,103
10,47.4814,7.730519,1,2006,36,20.5,0,0,111,102
11,47.4814,7.730519,1,2006,36,25.6,19,0,111,101
12,47.4814,7.730519,1,2006,36,30.2,25,0,111,100
13,47.4814,7.730519,1,2006,36,25.7,16,0,111,99
14,47.4814,7.730519,1,2006,34,22.6,14,0,111,98
15,47.4814,7.730519,1,2006,36,18.6,0,0,111,97
16,47.4814,7.730519,1,2006,36,27.1,18,0,111,96
17,47.4814,7.730519,1,2006,43,35.6,30,3.6,111,95
18,47.4814,7.730519,1,2006,43,41.2,37,9.2,111,94
19,47.4814,7.730519,1,2006,45,36.3,30,4.3,111,93
20,47.4814,7.730519,1,2006,46,36.9,28,4.9,111,92
21,47.4814,7.730519,1,2006,45,39,34,7,111,91
22,47.4814,7.730519,1,2006,37,34.2,30,2.2,111,90
23,47.4814,7.730519,1,2006,32,26.7,19,0,111,89
24,47.4814,7.730519,1,2006,30,22.3,0,0,111,88
25,47.4814,7.730519,1,2006,37,28.1,19,0,111,87
26,47.4814,7.730519,1,2006,32,28.8,27,0,111,86
27,47.4814,7.730519,1,2006,27,21.8,19,0,111,85
28,47.4814,7.730519,1,2006,25,18.7,0,0,111,84
29,47.4814,7.730519,1,2006,30,20.2,0,0,111,83
30,47.4814,7.730519,1,2006,30,17.7,0,0,111,82
31,47.4814,7.730519,1,2006,36,20.4,0,0,111,81
32,47.4814,7.730519,2,2006,34,21,12,0,111,80
33,47.4814,7.730519,2,2006,28,23.2,16,0,111,79
34,47.4814,7.730519,2,2006,23,21.8,19,0,111,78
35,47.4814,7.730519,2,2006,25,21.2,19,0,111,77
36,47.4814,7.730519,2,2006,34,27,18,0,111,76
37,47.4814,7.730519,2,2006,39,33.1,28,1.1,111,75
38,47.4814,7.730519,2,2006,39,36.5,30,4.5,111,74
39,47.4814,7.730519,2,2006,41,37.1,36,5.1,111,73
40,47.4814,7.730519,2,2006,39,35.6,32,3.6,111,72
41,47.4814,7.730519,2,2006,37,34,32,2,111,71
42,47.4814,7.730519,2,2006,39,23.9,0,0,111,70
43,47.4814,7.730519,2,2006,36,27.2,19,0,111,69
44,47.4814,7.730519,2,2006,39,31.5,23,0,111,68
45,47.4814,7.730519,2,2006,46,38.8,34,6.8,111,67
46,47.4814,7.730519,2,2006,46,40.9,36,8.9,111,66
47,47.4814,7.730519,2,2006,52,47.3,41,15.3,111,65
48,47.4814,7.730519,2,2006,46,42.4,39,10.4,111,64
49,47.4814,7.730519,2,2006,52,44.4,39,12.4,111,63
50,47.4814,7.730519,2,2006,45,41,34,9,111,62
51,47.4814,7.730519,2,2006,50,42.2,36,10.2,111,61
52,47.4814,7.730519,2,2006,52,40.2,32,8.2,111,60
53,47.4814,7.730519,2,2006,41,37.9,34,5.9,111,59
54,47.4814,7.730519,2,2006,36,33.7,32,1.7,111,58
55,47.4814,7.730519,2,2006,37,33.6,32,1.6,111,57
56,47.4814,7.730519,2,2006,34,32,30,0,111,56
57,47.4814,7.730519,2,2006,30,29,28,0,111,55
58,47.4814,7.730519,2,2006,37,28.5,16,0,111,54
59,47.4814,7.730519,2,2006,37,28.3,0,0,111,53
1,47.4814,7.730519,1,2007,57,50,39,18,94,94
2,47.4814,7.730519,1,2007,43,40.4,39,8.4,94,93
3,47.4814,7.730519,1,2007,46,42.4,39,10.4,94,92
4,47.4814,7.730519,1,2007,46,41.5,37,9.5,94,91
5,47.4814,7.730519,1,2007,46,45.3,43,13.3,94,90
6,47.4814,7.730519,1,2007,54,46.6,41,14.6,94,89
7,47.4814,7.730519,1,2007,54,49.1,45,17.1,94,88
8,47.4814,7.730519,1,2007,55,47.8,39,15.8,94,87
9,47.4814,7.730519,1,2007,57,53.8,48,21.8,94,86
10,47.4814,7.730519,1,2007,59,50.5,43,18.5,94,85
11,47.4814,7.730519,1,2007,54,50.9,45,18.9,94,84
12,47.4814,7.730519,1,2007,52,49.1,46,17.1,94,83
13,47.4814,7.730519,1,2007,54,48.9,45,16.9,94,82
14,47.4814,7.730519,1,2007,54,46.9,36,14.9,94,81
15,47.4814,7.730519,1,2007,46,39.6,34,7.6,94,80
16,47.4814,7.730519,1,2007,48,41.6,34,9.6,94,79
17,47.4814,7.730519,1,2007,57,49.8,45,17.8,94,78
18,47.4814,7.730519,1,2007,59,56.4,54,24.4,94,77
19,47.4814,7.730519,1,2007,59,56.2,54,24.2,94,76
20,47.4814,7.730519,1,2007,57,54.2,52,22.2,94,75
21,47.4814,7.730519,1,2007,55,46.2,37,14.2,94,74
22,47.4814,7.730519,1,2007,43,37.8,34,5.8,94,73
23,47.4814,7.730519,1,2007,37,30.7,27,0,94,72
24,47.4814,7.730519,1,2007,27,24.4,19,0,94,71
25,47.4814,7.730519,1,2007,28,21.8,14,0,94,70
26,47.4814,7.730519,1,2007,28,22.2,14,0,94,69
27,47.4814,7.730519,1,2007,36,30.7,25,0,94,68
28,47.4814,7.730519,1,2007,41,34.8,27,2.8,94,67
29,47.4814,7.730519,1,2007,45,37.8,30,5.8,94,66
30,47.4814,7.730519,1,2007,46,33.1,27,1.1,94,65
31,47.4814,7.730519,1,2007,39,31.9,25,0,94,64
32,47.4814,7.730519,2,2007,45,37.3,32,5.3,94,63
33,47.4814,7.730519,2,2007,50,35,0,3,94,62
34,47.4814,7.730519,2,2007,48,40.2,30,8.2,94,61
35,47.4814,7.730519,2,2007,48,32.8,0,0.8,94,60
36,47.4814,7.730519,2,2007,50,38.3,0,6.3,94,59
37,47.4814,7.730519,2,2007,43,38.1,36,6.1,94,58
38,47.4814,7.730519,2,2007,46,39.9,34,7.9,94,57
39,47.4814,7.730519,2,2007,50,43.2,37,11.2,94,56
40,47.4814,7.730519,2,2007,54,41.6,34,9.6,94,55
41,47.4814,7.730519,2,2007,45,40.4,36,8.4,94,54
42,47.4814,7.730519,2,2007,54,46.2,39,14.2,94,53
43,47.4814,7.730519,2,2007,54,47.2,43,15.2,94,52
44,47.4814,7.730519,2,2007,48,44.8,36,12.8,94,51
45,47.4814,7.730519,2,2007,45,40.4,30,8.4,94,50
46,47.4814,7.730519,2,2007,54,44.9,34,12.9,94,49
47,47.4814,7.730519,2,2007,57,40.5,0,8.5,94,48
48,47.4814,7.730519,2,2007,50,42.2,32,10.2,94,47
49,47.4814,7.730519,2,2007,57,42.5,28,10.5,94,46
50,47.4814,7.730519,2,2007,55,41.7,34,9.7,94,45
51,47.4814,7.730519,2,2007,55,41.7,36,9.7,94,44
52,47.4814,7.730519,2,2007,59,45.9,34,13.9,94,43
53,47.4814,7.730519,2,2007,61,49.6,41,17.6,94,42
54,47.4814,7.730519,2,2007,61,48.7,37,16.7,94,41
55,47.4814,7.730519,2,2007,55,47.4,41,15.4,94,40
56,47.4814,7.730519,2,2007,52,46.3,41,14.3,94,39
57,47.4814,7.730519,2,2007,48,44.8,43,12.8,94,38
58,47.4814,7.730519,2,2007,48,44.1,41,12.1,94,37
59,47.4814,7.730519,2,2007,55,53,50,21,94,36
1,47.4814,7.730519,1,2008,34,30.3,25,0,89,89
2,47.4814,7.730519,1,2008,30,29.7,28,0,89,88
3,47.4814,7.730519,1,2008,36,19.1,0,0,89,87
4,47.4814,7.730519,1,2008,36,30.1,23,0,89,86
5,47.4814,7.730519,1,2008,52,41.8,36,9.8,89,85
6,47.4814,7.730519,1,2008,46,42.9,37,10.9,89,84
7,47.4814,7.730519,1,2008,52,45.6,39,13.6,89,83
8,47.4814,7.730519,1,2008,48,37.4,28,5.4,89,82
9,47.4814,7.730519,1,2008,41,38,34,6,89,81
10,47.4814,7.730519,1,2008,54,43.6,37,11.6,89,80
11,47.4814,7.730519,1,2008,55,44.1,37,12.1,89,79
12,47.4814,7.730519,1,2008,46,40.8,37,8.8,89,78
13,47.4814,7.730519,1,2008,41,26,0,0,89,77
14,47.4814,7.730519,1,2008,41,37,32,5,89,76
15,47.4814,7.730519,1,2008,48,41.5,34,9.5,89,75
16,47.4814,7.730519,1,2008,52,45.2,39,13.2,89,74
17,47.4814,7.730519,1,2008,50,40.8,34,8.8,89,73
18,47.4814,7.730519,1,2008,52,48.3,41,16.3,89,72
19,47.4814,7.730519,1,2008,57,54,48,22,89,71
20,47.4814,7.730519,1,2008,55,47.2,37,15.2,89,70
21,47.4814,7.730519,1,2008,50,42.8,32,10.8,89,69
22,47.4814,7.730519,1,2008,50,42.3,30,10.3,89,68
23,47.4814,7.730519,1,2008,46,33.6,25,1.6,89,67
24,47.4814,7.730519,1,2008,46,38.1,28,6.1,89,66
25,47.4814,7.730519,1,2008,46,40,32,8,89,65
26,47.4814,7.730519,1,2008,46,34.3,27,2.3,89,64
27,47.4814,7.730519,1,2008,54,38.7,28,6.7,89,63
28,47.4814,7.730519,1,2008,48,34.9,27,2.9,89,62
29,47.4814,7.730519,1,2008,46,34,27,2,89,61
30,47.4814,7.730519,1,2008,41,36.4,32,4.4,89,60
31,47.4814,7.730519,1,2008,39,34.4,30,2.4,89,59
32,47.4814,7.730519,2,2008,55,46.6,34,14.6,89,58
33,47.4814,7.730519,2,2008,43,36.4,27,4.4,89,57
34,47.4814,7.730519,2,2008,45,31.9,21,0,89,56
35,47.4814,7.730519,2,2008,45,38,28,6,89,55
36,47.4814,7.730519,2,2008,50,40.4,32,8.4,89,54
37,47.4814,7.730519,2,2008,55,50.5,41,18.5,89,53
38,47.4814,7.730519,2,2008,50,38.9,32,6.9,89,52
39,47.4814,7.730519,2,2008,48,34.2,25,2.2,89,51
40,47.4814,7.730519,2,2008,50,34.5,23,2.5,89,50
41,47.4814,7.730519,2,2008,48,33.6,23,1.6,89,49
42,47.4814,7.730519,2,2008,48,33.7,23,1.7,89,48
43,47.4814,7.730519,2,2008,48,33.7,25,1.7,89,47
44,47.4814,7.730519,2,2008,45,30.2,0,0,89,46
45,47.4814,7.730519,2,2008,45,28.6,0,0,89,45
46,47.4814,7.730519,2,2008,36,32.2,30,0.2,89,44
47,47.4814,7.730519,2,2008,41,29.9,19,0,89,43
48,47.4814,7.730519,2,2008,46,29.8,18,0,89,42
49,47.4814,7.730519,2,2008,48,32.7,19,0.7,89,41
50,47.4814,7.730519,2,2008,54,33.9,21,1.9,89,40
51,47.4814,7.730519,2,2008,50,38.1,27,6.1,89,39
52,47.4814,7.730519,2,2008,50,43.9,41,11.9,89,38
